2.32,-1.37819,0.0021188,0.566374,0.00709672,1.51935,0.122454,68.9525,6.27991,0.928139,0
2.323,-1.37295,0.00414403,0.551641,0.0109813,1.51394,0.120531,72.5017,4.90689,0.919566,0
2.326,-1.36728,0.00229703,0.539953,0.00904409,1.57695,0.191173,74.3842,5.31702,0.911887,0
2.329,-1.36427,0.00403056,0.533746,0.0101741,1.50726,0.11545,78.2496,6.87655,0.908291,0
2.332,-1.35974,0.00317562,0.519802,0.0113413,1.49859,0.177067,81.1093,8.15461,0.899069,0
2.335,-1.35545,0.0026349,0.509699,0.00970303,1.57659,0.16379,84.1987,8.20186,0.889113,0
2.338,-1.34848,0.00325282,0.48992,0.0145587,1.65594,0.161099,90.5903,7.6796,0.872565,0
2.341,-1.34501,0.00234181,0.478191,0.0119637,1.5779,0.230747,95.8242,8.79707,0.861402,0
2.344,-1.33747,0.00251682,0.454089,0.0101111,1.5599,0.144987,103.138,7.47247,0.836184,0
2.347,-1.33402,0.00273893,0.450592,0.0104277,1.68087,0.214561,100,4.57196,0.834606,0
2.35,-1.32863,0.00293447,0.432229,0.0124577,1.67831,0.195714,104.928,6.0891,0.810974,0
2.353,-1.32422,0.00414465,0.424913,0.0155767,1.70967,0.174055,101.676,7.39916,0.806597,0
2.356,-1.321,0.00327714,0.409666,0.0124367,1.55491,0.158602,103.978,6.62136,0.790083,0
2.359,-1.31436,0.00386382,0.395383,0.00937486,1.64597,0.218819,103.273,5.38875,0.771007,0
2.362,-1.3108,0.00320431,0.384163,0.0096872,1.60525,0.173277,104.698,4.77469,0.754183,0
2.365,-1.30688,0.00410075,0.375052,0.0162102,1.55182,0.168258,106.372,6.6493,0.73973,0
2.368,-1.30159,0.00285273,0.364841,0.0112321,1.65763,0.289985,102.713,5.22857,0.731847,0
2.371,-1.29432,0.00351816,0.338539,0.012004,1.62326,0.195289,103.584,3.91068,0.681129,0
2.374,-1.29191,0.00371661,0.342156,0.00955457,1.46874,0.137377,97.6382,3.23355,0.700944,0
2.377,-1.2865,0.002902,0.321619,0.0105213,1.49692,0.230986,99.243,3.83671,0.65573,0
2.38,-1.28057,0.00293245,0.309285,0.0141076,1.50487,0.150092,95.8887,4.40576,0.634473,0
2.383,-1.27836,0.00496796,0.305001,0.0115286,1.50448,0.233591,91.3623,6.72573,0.637248,0
2.386,-1.27194,0.00579553,0.284753,0.0129934,1.42384,0.162919,86.7945,6.67777,0.595819,0
2.389,-1.26751,0.00513385,0.279028,0.0142401,1.3552,0.152711,85.0546,4.91645,0.581866,0
2.392,-1.2635,0.00368249,0.273633,0.00966362,1.48633,0.213423,82.6509,4.2343,0.571618,0
2.395,-1.25689,0.00344364,0.253661,0.00935147,1.3599,0.185342,79.8074,3.89234,0.516879,0
2.398,-1.25618,0.00422459,0.250805,0.0128853,1.35172,0.176492,77.6105,4.74058,0.510746,0
2.401,-1.24891,0.00649418,0.241693,0.0121968,1.22361,0.0899251,74.7488,5.41102,0.496354,0
2.404,-1.24515,0.00583288,0.235139,0.0106269,1.4934,0.210092,72.5154,5.14169,0.470135,0
2.407,-1.23984,0.00462738,0.22851,0.00771299,1.40961,0.173508,69.2652,4.58981,0.465757,0
2.41,-1.23756,0.00429621,0.220714,0.0115579,1.27649,0.211403,66.1269,6.50329,0.435517,0
2.413,-1.23571,0.00636181,0.217145,0.010686,1.42391,0.244799,66.1772,3.96231,0.428617,0
2.416,-1.2295,0.0067238,0.208761,0.00942077,1.49198,0.300026,61.6518,5.58848,0.415918,0
2.419,-1.22578,0.00426312,0.200042,0.00725977,1.23862,0.203581,58.7565,3.86531,0.376183,0
2.422,-1.22152,0.00756584,0.19986,0.01136,1.42345,0.266402,57.3513,5.14638,0.390595,0
2.425,-1.21997,0.00602212,0.187903,0.00653322,1.23089,0.186859,54.4622,4.61179,0.334417,0
2.428,-1.20955,0.00521023,0.183839,0.00597654,1.27983,0.258367,50.2917,3.46938,0.356197,0
2.431,-1.20939,0.00345094,0.180803,0.00838043,1.30435,0.241129,49.7228,4.26932,0.330633,0
2.434,-1.20525,0.00708327,0.17025,0.0113224,1.23053,0.259766,46.5826,4.40259,0.278478,0
2.437,-1.20218,0.00835468,0.172982,0.0103646,1.13043,0.291565,45.573,3.98504,0.320867,0
